Rating,Reviews,llama_cluster
5,"It was my first time trying their Bubble tea, and it is really good! The waiting time is short. I also appreciate the convenience of being able to order either online or at a kiosk.
I recommend the Black Sugar Boba.🧋 …",0
4,"i had 2 different drinks from this location. the first was the strawberry mochi, which was fine, though not sweet almost at all. but, the second was amazing. it was the strawberry slush, i highly recommend that drink!",0
1,"Shake 15 times. The cups lid where the seal met exploded on both my mine and my friends tea now our jackets, pants, and hand is covered in sugar. Never has this happened to me ordered many times from this location. Annoyed yo the max will have to dry clean my jacket now which I just did last week.",0
1,"Rude lady. Got a #10. The straw provided was way too small and kept falling in. When asked for a straw that would actually fit, she rudely replied that they just have one size.
How am I even supposed to drink this. Never coming here again.",0
5,This place is a nice boba tea shop!🧋 Tiger Sugar 🐯 in Korea Town 🗽 serves an endless selection of delicious 🤤 milk 🥛 tea 🍵 drinks! 🥤 They even have Jumbo Boba! ⚫  I can adjust the amount of sugar and ice 🧊 in each drinks and easily order through an automated kiosk tablet. 📱 Service is super quick. ⏲️  I wish I came here more often!,0
5,My new favorite boba place! Try their popular brown sugar milk tea with less sugar and less ice. I prefer it with no cream. Their strawberry mochi is also pretty good!,0
5,"Tiger sugar is the best bubble tea spot in NYC. THAT BROWN SUGAR IS TO DIE FOR! customers service is relatively fast, depending on whose there. But sometimes I see mad orders and 2 workers. They pump out them teas like a factory while maintaining quality control.",0
5,This is one my favorite bubble tea spots in manhattan. It's in such a central location and easy to get to. I think they have one of the tastiest bobas ever. I highly recommend their brown sugar milk and the taro milk drink.,0
5,"My favorite tiger sugar in the city.

Is it pricey? Yes
Is it yummy? Totally
Is it worth it? Hello yes hell yea

They offer milk alternatives like soy, coconut, oat for lactose haters like me. I recommend coconut milk! The mango pomelo is also delicious and my go to if I’m looking for something refreshing",0
5,"One of the best places for bubble tea.
Theres only 2 self checkout kiosks and people take so long to put in their order. …",0
5,"Authentic Taiwanese boba with great prices and so many flavors to choose from the menu. I particularly like the fact that they have a touch screen in front of the store for self-order. It's a game changer. It makes everything easier, faster and less awkward especially for busy people like I am. I can simply order by myself and adjust the drinks the way I like it without having to answer questions from a cashier person. Smart operation! Highly recommended!",0
4,Got mango sago. It was great but the mango wasn’t ripe. It was noticeably hard and sour. My wife got lychee tea (F4) and we loved it!! Has a strong flavor but isn’t too sweet which I find is rare as far as lychee stuff goes. Staff was rude honestly. Definitely don’t go if you have hearing issues as the person behind the register was impatient with me for not being able to hear her as I lip read a lot and she had a mask on.,0
5,"Really yummy bubble tea! There’s always a line but wanted to try. You can order at kiosk outside or scan to order online.
Love that there is a non-dairy option (soy milk). The black sugar boba is delish. Yes, it’s a little sweet and you can’t adjust the sweetness on the milk teas but it was good. Really good price too.
I went back and tried their matcha and mango boba drinks. As a huge matcha addict, it wasn’t as good as I expected but the mango was tasty. I think they excel with their tiger sugar milk teas.",0
1,The staff treat blacknpeople like trash. I asked staff add more sugar before they made the drink.they didn't listen. When I asked 2nd time they gavevme attitude speech they can't add more sugar after spending $8.hire more inclusive staff there all asian.this os america share dollar,0
5,"Tiger sugar is Top 3 of my favourite bubble tea store in NYC.  Black Sugar Boba with Pearl Milk is the best for me.

Caution: Finding the right sweetness balance is crucial. Be mindful to ensure your preference aligns with the sweetness offered for the best enjoyment.",0
4,"Came by in the afternoon to try the Hello Kitty crush but disappointed to find out that it already sold out for the day. All the drinks do come in the Hello Kitty cups though so that's a good consolation.

There are two tablets to order from, one inside and one outside the store. There were only two people working when I visited so the staff made the drinks in batches. It was the first time I ever waited 20 minutes for a bubble tea drink.",0
2,Ordered a BS milk with boba & cream mousse yesterday 4pm and there was no cream mousse in it. I was mostly craving the cream mousse :( Like that’s only 2 toppings when the store’s empty with 1 drink waiting on the counter how do you even miss that?? Gimme my money back🙄 …,0
4,"It's a pretty small place, has a kiosk outside to order at. The wait time is a bit long but the drinks were all very good!!",0
4,"I’ve heard about this place and have been wanting to try it in forever. Finally got to check it out today with my coworker, second bubble tea shop this year around the area after trying fiftylan last week. Pricing is cheaper here compared to fiftylan and drinks are comparable.

Decent bubble tea shop, could use friendlier staff though, kiosks shows you more options than ordering with a person, they also only take cash if you order with the staff. I’d pick the kiosks going forward with my experience. You can also get points and redeem it in the future for a free drink.

I picked their signature drink, brown sugar boba with less ice and less sugar and whole milk and cream on the top. Good to try if you haven’t had it. The tapioca came in different sizes which threw me off a bit, haven’t had mixed size bubble/pearls so that was interesting. Flavor is pretty authentic coming from someone who drinks bubble tea growing up in taiwan :) so good to give it a shot!

I went right around when they opened so there was no line, around 12:35ish.",0
5,Escaped the rain and we were going to try another Boba place close to BCD but drinks were $10+. Ran into this shop and tried the fresh taro with small boba..holy molay that was good,0
5,"So glad that I no longer need to travel to Chinatown or Flushing for Tiger Sugar!

I stopped by on a Thursday night, and the service was fast! This location is slightly smaller than the one in Chinatown.

I had to get my favorite - no. 5 black sugar boba + pudding milk with cream mousse. Yum!

I liked the idea of having a paper straw -  but guess what, it doesn't work on the film that was covering the drink!

The drink was delicious, creamy, and the black sugar boba was divine - this is coming from someone that doesn't like bobas.

The only thing I'd suggest for this business is to serve it with less ice. I was having a hard time fishing out my pudding and boba as they were sitting underneath all the ice cubes.",0
5,"Probably only place with boba coffee with pearls, both hot and cold. Loved it, Def going back to try different things next time. Healthy and customizable",0
2,"I’m a weekly boba drinker, and this is one of the worst bubble teas I’ve had in NYC. I got the brown sugar milk tea with tapioca, and it was almost all ice and water with little flavor. I’m pretty sure they’re using covered cups to deter you from seeing how it’s all ice. I can’t believe I wasted $7.50 on this when there are so many options in K-Town. I do not recommend.",0
5,Went two days in a row! Had black tea with black sugar boba with 50% sugar. The tea has a strong tea flavor which we love. Some places you can tell the tea was light and watered down. The boba has soft texture and good black sugar flavor. …,0
5,"The boba is really good. Lines aren’t very long or slow, so it’s great. The service was good and there are many fruit options which I really liked. Definitely a place to check out.",0
5,"I'm so happy that another location opened! You can't go wrong with their signature drink.
It's definitely a closer location for me and their drinks are always delicious! …",0
1,"I ordered 3 Milk Boba Pearl Tiger Jelly drinks; I asked for less ice and instead got the whole cup full of ice- I could barely taste the drink. 😱 For my 3 extra large drinks order I was offered no bag to carry it all and no straws. When I asked for a bag and straws,  the lady at the counter without saying a word threw my drinks into a bag and pushed it towards me…

Honestly, I don’t get this attitude.
I suppose, it’s a way of showing me that I didn’t add a tip when ordering my drinks at their touch screen menu…?  The place doesn’t even have a seating area; you order your $8 drink and go; why tips are being extorted?",0
5,"Been coming to Tiger Sugar for years now, mainly the Ctown location. So it’s great to see them in Koreatown. The drinks are great and the staff are always helpful. You can order in person, via kiosk, or from Snackpass (online). I recommend getting their signature, #1 but definitely should try others if you can!",0
5,Most amazing boba I've ever had 🥰🥰 so delicious and chewy! Perfect level of sweet. Definitely recommend if you're looking for a treat!,0
2,"not the typical type of boba drinks. If you are looking for dessert-like drinks then this may be the place for you. We ordered boba pudding milk tea. The milk tea and boba are pale, even soulless. The ingredient ratio is off. Tastes like a combination of different types of artificial sweets. Not worth the wait and definitely won’t come back.",0
5,Finally tried their boba and loved it. My bf had the Mochi one w tapioca and I had the large tapioca brown sugar. The wait line is long but it’s really convenient to order through their self service machine.,0
5,Whenever I go to K-town I come here for boba. Just wanted to give my thanks to the worker here this evening on Nov. 26 who held onto the bag I had forgotten. I could have lost my shoes for good 🥹❤️ …,0
4,Drinks were great! Had lactose free options which was great because my stomach doesn’t digest whole milk well. Had topping free options which was great too. One thing I would say is that it had too much ice which forces you to drink slowly. Overall great place for bubble tea especially for the price.,0
5,Tried the bs mik boba tea. I'll say i loved it,1
4,"They have a good quality of bubble tea they have a signature drink which is the most selling bubble tea and I would also recommend the same for the first timers here as you can order that blindly… the space is small and one this was off that we can only at by cars through the kiosk ,they only accept cash over the counter…",0
4,"Good boba milk tea store. A good variety of selections.

The strawberry mochi is good. Not too sweet and I totally love the mochi. It’s very chewy.

Brown sugar matcha latte is okay. Nothing special. Some of the matcha powder is not even dissolved.",0
3,No wonder the store went from waiting 10 mins in line to hardly any customers. We love you guys but our drink tasted like milk with a hint of sweetness.,0
5,This place ranks high on my list of favorite bubble tea spots in Manhattan. Its central location makes it easily accessible. They serve some of the finest boba I've ever tasted. I highly recommend their brown sugar milk and taro milk drinks.,0
1,Not good. It wasn’t refreshing or tasty at all tbh i wish i didn’t spend so much on this. Mango pomelo tastes like it was canned and is way too sweet & artificial tasting i cannot finish the drink.,0
5,"There Mango-sago is so good!! I eventually drank it so much, that I retired from getting it.  BEST DRINK!!!",0
5,Love that the quality stays consistent no matter where you go. I always recommend their #1 to friends. Definitely one of the best brown sugar boba I've had outside of Taiwan. I also appreciate the lactose free milk option rather than just almond/oat/coconut milk. Prices are reasonable for NYC. Service was fast and friendly. Would come back again.,0
1,"I love bubble tea and have tried many places in NYC, but my last visit here was the worst. I ordered a mango sago and waited over 20 minutes. When I checked with the male staff after receiving a ""ready"" text, his attitude was unpleasant and rude, and he said the message was wrong and you should only come here when calling you. Even after customers who ordered after me got their drinks, mine was still not ready, and he didn’t give me a clear time. Eventually, the female staff delivered my drink. On a hot day, my friends and I waited 20 minutes in the sun, dealing with this rude service. I won't be back and suggest others avoid this place due to the poor service and long wait times. Not worth it!",0
5,"Excellent brown sugar milk tea 🧋
The taste of the milk is so good. Very creamy andthe sweetness is just right. They don’t let you choose the sweetness level but the taste is the best.
The pearls are so soft and chewy!!!!! So so good!!!",0
4,You order and pay on the automated machine and then wait while they complete your order. The wait was a bit long and the space is very small and no place to sit. But the drinks were great.,0
1,"Sometime when boba sold out, they will put only brown sugar sauce but no boba in your tea. Check it before leaving. Enjoy :(",0
5,"As a Taiwanese, the taste is exact the same as I drink in Taiwan. However the price is about 3 times expensive than in Taiwan.
Yet, in the states, if I can get something taiwan flavor, it is worth you to spend some money on it.",0
5,"I’ve been a fan of their Brown Sugar Boba ever since, so I’m glad that they have the XL option now. I got the one with the pudding and it’s amazing!",0
5,"Back here again!! I love it!! Brown sugar boba!! It’s so fresh and refreshing!!
Will keep coming back!! It’s one of my favorite in the city!!!",0
4,They have branched out their offerings. It used to be solely on brown sugar bubble teas varieties but now they have other offerings just like a common bubble tea joins. A little disappointed of their new concept. Personally I think they should just exclusively do variety of brown sugar  offerings.,0
5,This is the best tasting boba I’ve had and it’s also like the cheapest I’ve gotten too. If you’re in Ktown you gotta hit up tiger sugar!,0
1,A long hair stuck inside between the drink sealing. I am concerned about safety and sanitation of all these drinks from this store.,0
5,I ordered a peach oolong tea and a passion fruit oolong tea with bubbles. They were both so delicious. Cannot wait to come back!,0
5,Got the mango sago and really liked it. Good flavor and toppings with the coconut jelly as well. Tall size too.,0
2,"Ughhh. I love their bubble tea, especially their boba. But it’s really disappointing this time. I ordered with pudding and paid extra. But there’s no pudding inside.",0
5,"The taro milk was THE BEST taro milk that I ever had! It had fresh taro, taro pudding, creame mousse, boba, and I picked oat milk. 10/10 it was perfect and I definitely will be coming back!",0
5,"Used the ordering machine in front of the store, which was a bit slow. But dont be fooled! They have another ordering machine in the store!

But the drink was nice, as usual!",0
4,"Loved the taste of the drinks!
The only reason I’m not giving it 5 stars is because of the service. They seemed annoyed with the rush and filled the cup with 2/3rd ice even after we specified ‘less ice’",0
1,"The drinks were very disgusting, it's like no sugar was added to them. I don't suggest going to this business to buy any drinks. 🤮👎🏾
I literally had to add coconut milk to my drink.",0
1,"One of the worst drinks I've ever had in my entire life. Despite the boba tasting decent, something was mixed throughout my entire drink that I've never had in any other similar drink. Throughout was a mucus like substance that had no flavor and was difficult to both get through the straw and consume. There was also a powder present throughout the drink as well, probably due to poor mixing. The employee spoke not a word to anyone and just made these horrible drinks in silence. We tried this place based on the glowing reviews but it definitely was not up to the level of expectations some seem to have. Either better training needs to be performed or different recipes need be crafted. The location and the general vibe of the music and design were the only saving graces.",0
5,Everything I’ve had here has been amazing! Last time I got the most popular one with the 2 different sizes of boba and it was fantastic.,0
5,"Very good bubble tea, one of the bests!",0
1,"For some reason the counter is CASH ONLY which is fine but to pay card is $7 for a green tea instead of $6. We all trying to survive out here but this level is a little outrageous. Also the clerk had no intention of being there, and was colder than my ice green tea on a rainy october night.",0
5,"I wish I took a picture before I drank it, but I got the strawberry mochi since i’m not a milk tea person and I tell you Tiger Sugar did not disappoint me. Went home dancing and I want more 😌 Great Job!",0
3,"good bubble tea it has small little pearls and big pearls, but it didnt have the wow factor i expected. its regualt bubble tea with condensed milk flavor.",0
5,"NGL, best boba tea I have ever had. This might just be the only thing I will miss about NYC!",0
5,"Best bubble tea place I've tried in Manhattan, their tapioca is so soft and chewy, and ice and sugar levels are customizable to fit your liking! They also have cold as well as hot options, which is great for when it's cold outside.",0
5,"Very good place. I like how they put both boba and pearl. They don’t let you change the size, ice, or sugar level. I understand that they do it to keep the same consistency, but I wish if they allow for more options.",0
4,Tiger sugar always is my favorite boba tea .,1
4,"Love love love the brown sugar drink. So sweet and great. Somewhat of a long wait though, and they were out of large bubbles and substituted small pearls.",0
5,"Most of the time I get the brown sugar iced latte with bubbles (pictured) only because I usually need a pick-me up. You can’t go wrong with their bubble tea though, the best in the city.",0
5,"There is a QR code on a A frame board, that’s how you place an order. Easy system to use. Drinks came quickly and tasted delicious.",0
5,"I really liked ordering on a kiosk and not taking up any staff time, and I liked that it sent you a text when your order was ready, I just wish the staff didn’t send it preemptively. The brown sugar milk was fantastic, and my fiancé got the taro which had good taste, but was a tad grainy. I may go back when I visit NYC again.",0
5,So pricey but this is the only place that offers lactaid milk as an option. Thank you for saving my stomach and toilet 🙏 …,0
1,"I'm currently still in store 25mins after ordering two fruit teas and have no drink in hand. The girl behind counter is stacking the new orders on top of the older orders. Orders placed after mine have been made & picked up. I've had better drinks from other places and add the wait time, I will never return here.",0
5,"Very impressed with this bubble tea shop in Korea Town. It’s clean and run very efficiently. There’s a kiosk outside for self order/check out. You can also order via QR code on your phone, but note that it requires you to confirm your card information several times.

Once your order is placed, you are given a number that appears on a large display over the counter. The drink is made quickly and was delicious although the less sugar option was not sweet enough, so I’ll try the regular option next time! 🧋",0
4,"If you want bubble tea on steroids, then this place is it. Extremely unhealthy and super sugary but if you want an indulgent treat, suggest you head here. You can order from the kiosk to save time. Drinks are all super dense and filling.",0
3,The worker was very rude to me when I asked for an extra cup and when I was ordering my items she spoke extremely low and I could barely hear anything she was saying to me.She gave me attitude and rolled her eyes at me because I wanted a cup. I understand it’s not easy working for long hours but it’s important to treat nice customers with decency. I felt very uncomfortable I even forgot to get a straw for my boba.,0
4,I ordered Matcha Latte Bubble Tea for me and my friends as a treat. I can tell good bubbles from not so good ones based on the fragrance from cooking bubble pearls with brown sugar.  Our drinks tasted yummy and the bubbles are flavorful and chewy. Wish there are some outdoor seating available. Will come visit again.,0
5,"this is my favorite place to get a dirty milk tea. they mix in tiny and normal sized tapioca pearls which is the best thing ever because they’re soft and satisfactory every visit ! it’s very easy to order boba at the one booth located near the front door, the wait time is usually never too bad even when busy. a bit pricey, but worth the splurge every once in a while.",0
5,One of the best bubble tea in city. You can make your selection of how you would like your bubble tea. Can order in the shop using the shop tablets stand near by the door and pay using contactless payment.,0
4,Brown sugar drink was good given the hype! Glad I was able to try it at least once. The staff were really nice.,0
4,"- great milk tea coffee - not too sweet nor sugary at ""less sugar""
- needed to add more ice; the ice melted so quickly that the drink became warm
- super cute cup with collab with Hello Kitty

Inside the store:
- 0 seating
- small bar area where you can stand and drink for 2-3 people

Easy grab and go place.",0
5,"Best boba in the city!
The taro is one of the best flavors.
It’s pretty quick when you order from the app Snackpass, otherwise you can order from the screen and it easy also.",0
5,One of my favorite place to go.,1
4,"Staff was helpful when I was struggling with their tablet to order a drink. The drink was good, but the boba was cold and chewy toward the evening. Wish they had kept it heated regardless of the time, but I will try to come back earlier in the day next time.",0
1,"I want to share the horrible experience @K-town location with the worker who claims to be the manager at the location. I ordered Boba w/ Cream Mousse with Lactose Free and Cheese Mousse. I was waiting for my drinks when the employee called out my number. He just initially said, ""we cannot make this drink"". I was confused, so I asked, ""why not?"" and he said he cannot add cheese mousse on a drink that has lactose free option. I told him that it's okay b/c I'm actually not lactose-intolerant, but I prefer to drink it for the taste. He then took it back to his co-worker and looked like they were discussing something. He called me again then said, ""we cannot do it"". And I asked for explanation and he said, ""If something happens, we cannot be responsible."" So I told him that I always order it lactose-free with cheese mousse and then he said something outrageous, ""it's company policy and we cannot do it"". I then mentioned that if that's company policy, there shouldn't be an option to add it on the ordering kiosk system and if that's the case, it should've been written somewhere. He didn't reply to my response and just repeatedly said, ""we cannot do it."" No apologies, no thorough explanation, but rude response with lack of customer service. I asked for a manager, but he said he was the manager. If that's the case, Tiger Sugar should really work on educating managers on how to handle customer service. I'm a fan of Tiger Sugar, but I never want to visit K-town location for the rude employee there.",0
5,This is the best boba shop I’ve ever been to!!,0
5,Never disappoints. My favorite boba place in all of NYC.,1
1,"I really like tiger sugar but this store has the worst service! Will not return again! The worker was rude to customers and when I ask for a bag, she is like “ze” and when I tell her my number and said that one is my drink, she did not give it to me even though I repeated my number twice! I understand they are tired but please have a better attitude when you facing your customers! The taste is weird!",0
5,"Absolutely wonderful food on the 39th floor of the Nomad Tower. The food is equal to the view. We will be back. Attentive service, good meat, and a unique view.",0
5,"Very strong tea flavor. Love it. But if you prefer something sweeter, better add some sugar.",0
5,Really good bubble tea! Favorite spot in Korea town!,1
2,"I like the tiger sugar, but not the 32nd location. Yesterday I asked to put me less ice, to which the girl at the counter answers me no.  I asked why?  She replies that she can't give me less ice.  I don't understand why it's so hard to take and put less ice?  And the guy next to her answers me that they cannot, as it seems to be the rules of the company.  I was surprised.  In all places where bubble tea is sold, people can adjust the amount of ice at will.
Well, in the end I waited for my drink, I ordered a matcha.  And unfortunately, the drink was made bitter.  The last time I was here, it was delicious and sweet, but this time the matcha turned out to be bitter.",0
5,"Happy to find this in ktown! Loved my drink and even though there's a line, you get it pretty quick!",0
5,"The chocolate malt flavor is way better than you think, I promise you. Try it.",0
3,"I really like this boba place, but the wait was so atrocious. They got the order wrong as well. I ordered 50% ice, and had no ice in my drink I waited 20 minutes for. Everyone has off days, but this was a disappointment.",0
5,"seriously my favorite boba place, but I recommend having two workers on the weekend, took a long time to get my drink, not the employees fault he was moving very fast, but it’s an inconvenience for him and the customers. please have at least two people!",0
4,"Small shop, with a kiosk to put in your orders. The drinks are good as expected from Tiger Sugar. The wait and the prices can be a bit high for some people. I go when I notice there is no line. Otherwise, I don't bother.",0
5,"Fast order and pick up process, delicious strawberry mochi bubble tea, overall great bubble tea spot in Koreatown.",0
5,"Newest tiger sugar location in Koreatown! They launched three new drinks as well: Mango Pomelo Sago, Taro Pudding Black Sugar Boba Milk, and Matcha Black Sugar Boba Milk. I really really love the bubbles/ boba here. They’re warm and perfectly chewy. It’s a grab and go location. Would recommend.",0
5,Taro pudding is THE BEST. I love the fresh taro and the pudding mixed in. Next level treat. Line can be long so be prepared with some patience. It's worth the wait.,0
5,This stuff is crack! First time trying it and I’m obsessed. Great place to go on a date,0
4,"Boba was really good! But it is a tiny shop and can get very busy, and the kiosk ordering system doesn’t really let you customize your drink.",0
5,Always had a good moment after drink Tiger Sugar,1
4,It's tiger sugar. The hello kitty cup got me. Other than that it's just tiger sugar.,1
5,"Why the reviews are so low, it’s great bubble tea ever",1
1,"Well to the girl that’s working 7/29 around 2 pm

I don’t know why my drink was there already and I told her my number twice she just wouldn’t give me my drink because they didn’t press the number on the screen for my number.

It’s not like there are lots ppl waiting or very busy.

She just looked at me and told me to wait ?
Like i literally saw my drink there and why did you have to give me such an attitude ?

Well I even put in a tip, I would rather throw them away than have to deal with this attitude for no reason .",0
5,Good Location and Classic Taste.,1
1,"So rude! I asked the staff to put a little less boba in my boba tea before she even starting making it since I couldn’t choose no boba. Her answer: NO. lol.
Its not like the were busy. I was the first customer and no one else was there.
Terrible place.",0
1,"July 10  2.25 pm

guys you working to slow, alot costumer wait",1
4,"obsessed, just wish the wait time wasnt always like 10 minutes 😩",0
5,"This place is much better than Biao Sugar. I normally don’t like bobas, but this place’s bobas are soft and flavorful. I ate all the bobas in my drink and liked them.",0
3,"The service is not the greatest, head to 50 Lan one block down instead. Or try another branch. The boba is comparable and there’s more space to sit there.",0
4,This was one of the best boba drinks we tried here! The drinks tasted so rich and flavorful! Must try!!!,0
4,"Pretty quick service, they were closing.  The bubbles were in 2 different sizes, super tiny AND regular.  That was interesting.  Clear signage in Chinese and English. $6 for a regular size...",0
5,Grand opening in KTOWN. I tried something different this time. The Oolong tea latte is as good as their signature brown sugar milk tea. . I love it !,0
5,"Great drink !! My fav spot but i am not sure about the staff who is taking the order ,its seem like i ask for free drink ! ;(",0
1,They use Silk for oat milk. Don’t order with oat milk. Please switch to Oatly or Minor Figures,1
1,The drink was delicious but was 90% Ice. Other NYC locations are much more generous with servings given.,0
2,you tell the. less ice and they don’t care they put bunch of ice cups i don’t recomend it,1
5,Great staffs,1
5,Place is tasty and boba's are fresh...,1
1,"Great service, weird bubble tea. Don’t recommend.",1
1,The lady at the cashier was whispering when I was trying to put my order in. It seems as if she didn’t want to be there…,0
5,most amazingly delicious place ever i love you tiger sugar,1
5,Best boba I've ever had...and I've tried alot of boba!,0
5,Just some good bubble tea with kiosk order machine,1
5,best i miss here,1
1,Took 20 mins and it was sub par didn’t taste like Taro at all,1
5,Fav bubble tea in Ktown 💕,1
5,Bubble tea is amazing!,1
1,I don’t want any ice or sugar or cream and they can’t do it for me,0
3,"If you order on the Kiosk, they REQUIRE you to tip them min $1.",1
1,Drinks are decent but extremely rude customer service and gives customers attitude.,0
5,Got a taro drink. Really good.,1
3,The employees are so dead inside and overworked.,0
5,best boba everrrr 🩷🩷🩷🩷🩷 …,0
5,Delicious and fast service,1
5,"This Tiger Sugar is a small store that shares its space with Chunky Boss. Inside the store there are only few stools to sit and dine. The menu has most of the popular TS drinks including the famous brown sugar tea. We ordered multiple drinks. It was prepared within a short time. Quick and friendly service. Loved the taste of their drinks.

This is the first I was in a TS store that had bakery items. I got a couple of egg tars and puffs. Both items were amazing quality. Egg tars had such delicious yolk. The puff had tasty cream in the middle. I was so impressed with their bakery goods.",0
2,"Tiger Sugar with a bakery section and hot fried chicken (they were out of salt pepper chicken, though). Bubble tea was ok, though the tea was very bitter at 50% sugar one time, and the next time was good, so rather inconsistent? Puffs were good, filled when you order them.

Fried chicken cutlet was good, but there was a large wishbone or similar on one side, had to spit out what I was eating and ended up almost piercing my tongue with a piece of shattered chicken bone. Not good.

Service on the slower end, so have patience.",0
5,"The Tiger Sugar branch with most items I think. The girl who works today is super super nice, with such an angel voice! She asked be a lot of thoughtful questions. This is not my first time come to boba shop, but this one gives me good impression that makes me want to come back again😆!

I ordered the classic combo, which is the number one. I also ordered the eclair and puffs. They are not as sweet as I thought, which is wonderful, instead, it’s a bit creamy. Very nice! I also ordered on more #7, which is what I always order. It’s sooo good!",0
5,"I tried Tiger Sugar's new pastries, and they were really fresh and crispy. I especially liked the strawberry egg tart and croissants, though the croissants were quite small—they looked more like mini croissants. I’d recommend going for the egg tarts and cream puffs instead. The place is on the smaller side, but the brown sugar boba was as good as always!",0
1,"This specific drink is so bitter when I was drinking it which is so different from the ones that I had when I was in Brooklyn. In addition, you can see there’s some sort of unknown substances in there. And I had a upset stomach.",0
4,"Stopped into this shop and ordered two boba teas,  the Brave As A Tiger, and the Passion Friuty Green Tea with Boba & Jelly. They were both delicious! 😋
Just remember to shake up your drink before putting your straw in and drinking!!

We didn't order any food,  just the teas. The prices are reasonable at $7 for a medium.",0
1,"i was drinking my strawberry mochi boba & i felt something strange on my tongue, pulled out someones gel nail polish form 🤮🤮🤮 this is disgusting and unacceptable, be careful where you buy your drinks …",0
5,"Delicious pastries. Egg tart is amazing and the cream puffs … we tried the chocolate and the vanilla … going back for more and to try strawberry!  Crispy shells, rich fillings - must try!",0
5,They didn’t have only bubble tea they also come with more option like deep fried chickens or cream puff,0
5,"The number1 signature on the menu was really nice and tasty.. the staff was very friendly and accomodating too

One of the best taiwanese boba tea i had so far",0
4,"This tiger sugar is consistent with all the ones I have been too.  This location also serves chunky boss.

If you want bubble tea then you can use the self ordering kiosk by the windows. You don't have to go inside.  Go inside if you want to order both products.

There is seating inside but with how small it is , the space gets cluttered up with people waiting for their orders.",0
5,"We were staying in the club quarters hotel  It's in front of our  hotel, I ordered the tiger sugar and signature eclair, then I bought black sugar milk egg roll it was  buy 1 get 1 free, omg It’s so yummy I wish I can buy more. Please can you help me where I can order online and ship to me here in NC I need 3 -4 dozen  of black sugar milk egg roll please",0
2,"I ordered the chicken cutlet with fries .
Pros: The fries were really good , perfectly fired with a good crunch .
Cons: (personally) The chicken cutlet was entirely too sweet and the breading was soggy. Not exactly what I was expecting.",0
5,"My employer and I decided to visit 45th street during our eventful break. I saw Tiger Sugar and decided to try out its food and bubble tea. After ordering, I enjoyed the Plum Sweet Potato Fries. Based on the strong aroma of the side order of fries, my gut knew that I am eating food made from natural, starch ingredients with a hint of sugar. I also ordered Taro Bubble Tea.",0
1,"Don’t order their mango pomelo/sago, it tastes like the mixture of chemical and plastic. I am not sure if it’s because the bad quality of cup or straw so that I even poured it out in a glass cup, it still tasted the same. Not gonna lie, the tasting of that drink is really disgusting, and I even tips them.",0
4,I love the brown sugar bubble tea! Unfortunately the latest strawberry crush is NOT it. Tastes yogurty which doesn't mesh well with the brown sugar,0
5,"In addition to its milk tea, the bread from Tiger Sugar is also extremely delicious. It's a brand that puts a lot of effort into making its products.",0
4,"We had the brown sugar milk, it was tasty with little pearls (i think it was sago?) and black tapioca pearls.",0
5,"I think I had heard of Tiger Sugar before, but I never really tried it. So after discovering the Midtown Comics that is right next door, I decided to give this place a try as a semi-regular bubble tea enthusiast.

This Tiger Sugar near Grand Central appears to be a brand new location as there is a grand opening sign that advertises a special offer outside. The whole menu and their specialty seems to be brown sugar boba milk tea made with fresh milk, as well as other options having slight variations such as different toppings. For example, I ordered number 10, which is a brown sugar boba tea with chocolate chips and cream mousse.

Maybe it was because I was the only customer there when I arrived, but my drink arrived literally seconds after I paid for my order. Cashier seemed as chill as the tea itself, which for my first time at this boba venue was pretty decent. All the drinks cost at least $6.25 though, so if you're already a fan of boba and are wary with your funds, your mileage may vary. You can't use your credit card unless you spend at least $10, so I recommend buying some tea for a friend as well if you don't have cash on hand.

Hope this new area does well, tea was nice enough to maybe consider coming again if I happen to be in the area.",0
5,"2/2024: As good as any other tiger sugar out there, and they’re good. $6.50 for a drink. Nice chewy boba milk tea here.",1
1,"First and last time. The gentleman working here needs a customer service lesson. He was too busy rushing us because he needed to fulfill the door dash orders. News flash my friend, the customers coming into the store takes first priority. Will not return. Gong Cha treats ppl better and they listen to the customer.",0
4,"Nice location. If you google map it, it will show a picture of CoCo, but it’s actually Tiger Sugar. Small place inside and there is seating. It’s about $7 a drink after tax. Self order and pay at kiosk.",0
5,Tiger sugar has the best bubble tea! The brown sugar and cream is to die for. Always velvety and delicious.,0
2,"A few years ago when this chain was trendy their signature black sugar tea was incredible.

First time trying it in a few years and everything that was right before is wrong now. Taste and texture were bland. Boba was good but they use a blend with mini boba I don’t care for.",0
5,"Love the classic milk tea! The hot option in the winter is super nice, it's one of my favourite things to warm up with!",0
5,"Excellent service. Fastest bubble tea making I've seen in some time, and extremely friendly service.",0
